Elapsed time,phpBench
18:54:52.0,25180.0
18:54:53.500,26761.5
18:54:54.0,26713.0
18:54:54.500,27664.0
18:54:57.500,29005.0
18:55:03.0,31767.5
18:55:04.0,32628.0
18:55:04.500,32752.0
18:55:06.0,33372.0
18:55:07.0,33198.0
18:55:07.500,33852.0
18:55:09.0,33763.5
18:55:09.500,32572.0
18:55:10.0,32594.0
18:55:10.500,33067.5
18:55:11.0,32218.5
18:55:11.500,30918.0
18:55:12.0,32050.0
18:55:12.500,29826.0
18:55:13.0,30556.0
18:55:13.500,28022.0
18:55:14.0,26622.0
18:55:15.0,23215.0
18:55:15.500,23518.0
18:55:16.0,22085.75
18:55:16.500,18733.0
18:55:17.0,19258.0
18:55:19.0,16238.0
18:55:19.500,15247.0
18:55:20.500,12929.5
18:55:21.500,12588.0
18:55:22.500,13065.5
18:55:23.500,13309.0
18:55:24.500,14222.0
18:55:25.0,14243.0
18:55:25.500,14632.0
18:55:26.0,14844.0
18:55:26.500,15091.0
18:55:27.0,15140.0
18:55:28.0,15283.0
18:55:28.500,15858.0
18:55:29.500,15984.0
18:55:30.500,16595.0
18:55:31.0,16727.0
18:55:32.500,17156.0
18:55:35.0,19210.0
18:55:37.0,21026.0
18:55:38.0,21910.0
18:55:38.500,22507.0
18:55:39.500,23090.0
18:55:40.0,23279.0
18:55:48.0,28991.0
18:55:48.500,29361.0
18:55:49.0,29349.0
18:55:50.0,30376.0
18:55:50.500,30724.0
18:55:51.0,30460.0
18:55:51.500,31021.0
18:55:54.0,31984.0
18:55:54.500,32102.0
18:55:56.500,32986.0
18:55:58.500,33748.0
18:55:59.0,34249.0
18:55:59.500,33857.0
18:56:00.500,34042.0
18:56:01.0,34348.5
18:56:02.0,34097.0
18:56:02.500,33528.5
18:56:03.0,32102.0
18:56:03.500,33183.0
18:56:04.0,31831.0
18:56:05.0,28205.666666666668
18:56:05.500,26726.0
18:56:06.0,27107.0
18:56:08.500,20212.0
18:56:09.0,20034.0
18:56:10.0,19700.666666666668
18:56:10.500,18960.0
18:56:11.500,17325.0
18:56:12.0,15591.0
18:56:13.500,14757.0
18:56:14.0,15028.0
18:56:15.500,14615.666666666666
18:56:17.0,14863.0
18:56:17.500,15201.0
18:56:18.0,15214.0
18:56:19.0,15328.0
18:56:20.500,16304.0
18:56:21.500,16730.0
18:56:23.0,17920.0
18:56:23.500,17947.0
18:56:24.0,18430.0
18:56:25.0,16611.0
18:56:27.0,17981.5
18:56:29.0,19439.0
18:56:31.0,20883.0
18:56:31.500,21064.0
18:56:34.0,22442.0
18:56:34.500,23247.0
18:56:35.0,23188.0
18:56:35.500,23667.0
18:56:38.500,24979.0
18:56:40.0,25737.0
18:56:43.0,27804.0
18:56:44.0,28448.0
18:56:44.500,29068.0
18:56:47.0,30024.0
18:56:48.500,30757.0
18:56:49.0,31386.0
18:56:49.500,31279.0
18:56:51.0,32333.0
18:56:53.0,32543.0
18:56:54.500,33186.0
18:56:56.0,33172.0
18:56:57.0,33236.0
18:56:57.500,33486.666666666664
18:56:58.500,33534.0
18:56:59.0,32404.0
18:57:00.0,32928.0
18:57:00.500,31308.0
18:57:01.500,29549.0
18:57:03.500,28374.0
18:57:04.500,21294.0
18:57:05.0,23954.333333333332
18:57:05.500,26431.5
18:57:06.0,20218.5
18:57:06.500,16416.5
18:57:07.0,17375.0
18:57:08.500,14699.5
18:57:10.0,14031.0
18:57:11.0,14293.0
18:57:11.500,14349.5
18:57:12.0,14504.0
18:57:13.0,14144.0
18:57:13.500,14347.0
18:57:14.500,14727.0
18:57:15.500,14757.0
18:57:16.0,14491.0
18:57:16.500,14885.0
18:57:18.0,14682.0
18:57:19.0,15342.0
18:57:21.500,17180.0
18:57:25.500,20740.0
18:57:26.500,21860.0
18:57:28.500,23527.0
18:57:29.500,24304.0
18:57:31.500,26339.0
18:57:33.500,27920.0
18:57:34.500,28465.0
18:57:35.0,29357.0
18:57:37.0,30273.0
18:57:37.500,30902.0
18:57:38.0,31005.0
18:57:39.500,30973.0
18:57:40.500,32101.0
18:57:43.0,32978.0
18:57:44.0,32696.0
18:57:44.500,32743.5
18:57:45.500,32789.0
18:57:46.0,33540.0
18:57:46.500,31744.0
18:57:47.0,33235.0
18:57:47.500,28228.333333333332
18:57:48.0,31295.0
18:57:48.500,28886.666666666668
18:57:49.0,22379.0
18:57:49.500,19583.0
18:57:50.0,34547.0
18:57:50.500,17272.0
18:57:51.0,16947.0
18:57:51.500,16192.0
18:57:52.500,15226.0
18:57:53.0,14389.5
18:57:53.500,12731.0
18:57:54.0,10906.0
18:57:54.500,10406.0
18:57:55.0,10183.0
18:57:56.0,10544.0
18:57:57.0,11014.0
18:57:58.0,11921.0
18:58:00.0,13305.0
18:58:06.0,18321.0
18:58:08.0,20276.0
18:58:08.500,20632.0
18:58:09.0,21409.0
18:58:15.0,26436.0
18:58:15.500,26956.0
18:58:16.0,27749.0
18:58:18.0,29120.0
18:58:19.500,30138.0
18:58:20.0,30360.0
18:58:21.0,31312.0
18:58:22.500,32045.0
18:58:23.500,32308.5
18:58:25.0,32715.0
18:58:25.500,32175.75
18:58:26.0,31840.333333333332
18:58:26.500,31039.0
18:58:27.0,31598.5
18:58:27.500,29481.0
18:58:28.0,27826.0
18:58:28.500,20100.0
18:58:29.0,21853.75
18:58:31.500,15954.666666666666
18:58:32.500,14093.0
18:58:33.0,13049.0
18:58:33.500,11071.0
18:58:36.0,10874.0
18:58:37.0,11878.0
18:58:37.500,12056.0
18:58:38.0,12653.0
18:58:39.0,13149.0
18:58:40.500,14513.0
18:58:42.0,15989.0
18:58:42.500,16412.0
18:58:44.0,17816.0
18:58:45.0,18612.0
18:58:46.500,19577.0
18:58:48.500,20706.0
18:58:49.500,21360.0
18:58:50.500,22144.0
18:58:54.500,25436.5
18:58:55.0,25711.0
18:58:55.500,26364.0
18:59:01.500,28991.0
18:59:02.500,31305.0
18:59:03.0,31173.0
18:59:04.0,32581.0
18:59:06.0,32586.5
18:59:06.500,33243.2
18:59:09.500,33201.0
18:59:10.0,32491.5
18:59:10.500,32150.0
18:59:12.0,30467.333333333332
18:59:13.0,28832.0
18:59:13.500,27058.0
18:59:14.0,28908.0
18:59:14.500,26572.5
18:59:15.0,26633.0
18:59:15.500,21945.666666666668
18:59:16.0,21344.0
18:59:17.0,15842.0
18:59:18.500,15859.5
18:59:19.0,15106.0
18:59:20.500,14479.0
18:59:21.0,14870.0
18:59:22.0,15430.75
18:59:22.500,15679.0
18:59:24.0,14723.0
18:59:25.500,15404.0
18:59:26.0,15539.0
18:59:27.500,15696.0
18:59:28.0,15517.333333333334
18:59:29.0,15593.0
18:59:30.500,16398.0
18:59:31.500,17256.0
18:59:33.500,18779.0
18:59:35.500,20691.0
18:59:37.0,21768.0
18:59:37.500,22426.0
18:59:38.0,22082.0
18:59:38.500,22305.5
18:59:41.0,23784.0
18:59:42.500,23879.0
18:59:43.0,24072.0
18:59:44.500,25750.0
18:59:46.500,26089.0
18:59:47.500,26572.0
18:59:51.0,29256.0
18:59:52.500,30394.0
18:59:53.0,30981.666666666668
18:59:56.0,32084.0
18:59:57.500,31989.0
18:59:58.0,32564.333333333332
19:00:00.500,32871.0
19:00:01.0,33187.0
19:00:01.500,33555.0
19:00:02.500,33476.0
19:00:03.500,32952.0
19:00:04.500,33183.0
19:00:05.500,32022.0
19:00:07.0,31367.0
19:00:08.0,30493.333333333332
19:00:09.0,30662.0
19:00:09.500,26922.0
19:00:10.0,27316.333333333332
19:00:10.500,23507.5
19:00:12.500,21057.0
19:00:13.0,20853.0
19:00:14.500,21420.333333333332
19:00:16.500,20212.0
19:00:18.0,20279.0
19:00:19.0,20863.5
19:00:19.500,21056.0
19:00:21.0,20046.0
19:00:21.500,20325.0
19:00:22.0,20722.0
19:00:22.500,19888.0
19:00:23.0,18692.0
19:00:23.500,17565.5
19:00:27.500,19680.0
19:00:28.0,20033.0
19:00:28.500,20230.0
19:00:32.500,23595.0
19:00:33.500,23881.0
19:00:34.500,24206.0
19:00:35.500,25356.5
19:00:36.0,25446.0
19:00:38.0,25668.0
19:00:39.0,25768.0
19:00:40.0,25540.0
19:00:41.0,24791.0
19:00:44.0,26148.0
19:00:45.500,26612.0
19:00:46.0,26904.5
19:00:48.0,27449.0
19:00:49.0,27720.0
19:00:50.0,27881.0
19:00:50.500,28037.0
19:00:51.0,27954.333333333332
19:00:51.500,28024.0
19:00:52.0,24114.5
19:00:52.500,24179.0
19:00:53.500,20995.0
19:00:54.0,21220.0
19:00:54.500,20786.5
19:00:57.0,21673.0
19:00:57.500,21158.75
19:00:58.500,19672.0
19:00:59.500,19248.5
19:01:01.0,16683.0
19:01:02.0,16448.0
19:01:02.500,16200.5
19:01:03.0,14449.5
19:01:05.0,14747.0
19:01:05.500,15416.0
19:01:07.500,16810.0
19:01:08.500,17527.0
19:01:09.0,17821.666666666668
19:01:10.0,17703.333333333332
19:01:11.500,17862.0
19:01:12.500,17915.0
19:01:17.500,20423.0
19:01:18.0,20645.5
19:01:18.500,21183.0
19:01:19.500,21679.0
19:01:20.500,21877.0
19:01:23.0,23549.0
19:01:24.0,24259.0
19:01:27.0,26070.0
19:01:28.500,26787.0
19:01:29.500,27332.5
19:01:31.0,27895.5
19:01:33.500,28516.0
19:01:35.0,29216.0
19:01:37.500,29870.0
19:01:39.0,30141.0
19:01:39.500,30040.0
19:01:40.500,30610.0
19:01:41.0,31442.5
19:01:41.500,30145.0
19:01:42.0,30572.0
19:01:42.500,29875.5
19:01:45.500,27787.666666666668
19:01:46.0,26720.0
19:01:46.500,26870.0
19:01:47.500,24508.5
19:01:48.0,24091.5
19:01:49.0,21838.0
19:01:49.500,19781.333333333332
19:01:50.0,18361.5
19:01:50.500,19180.0
19:01:51.0,15899.0
19:01:52.500,14826.0
19:01:54.0,14887.0
19:01:54.500,15444.0
19:01:55.0,15491.0
19:01:55.500,15853.0
19:01:56.0,15351.0
19:01:57.0,14961.0
19:02:00.500,14833.5
19:02:01.0,15395.0
19:02:02.0,15872.0
19:02:02.500,16107.0
19:02:05.0,17223.0
19:02:05.500,17751.0
19:02:07.500,19407.0
19:02:10.0,21334.0
19:02:11.500,21958.5
19:02:12.0,22475.0
19:02:13.0,23255.0
19:02:13.500,23259.0
19:02:14.0,23277.0
19:02:17.500,25280.0
19:02:20.500,26967.0
19:02:23.0,28401.0
19:02:23.500,28953.0
19:02:25.0,29664.0
19:02:26.500,30662.0
19:02:27.0,30909.0
19:02:28.500,31570.0
19:02:29.500,32320.5
19:02:31.500,34512.0
19:02:33.500,33247.0
19:02:34.0,33312.0
19:02:34.500,33261.0
19:02:35.0,32726.0
19:02:35.500,33209.5
19:02:37.0,32167.0
19:02:37.500,32185.0
19:02:39.0,31574.0
19:02:40.500,29293.0
19:02:41.0,29775.0
19:02:41.500,29279.0
19:02:42.0,27508.25
19:02:43.0,20996.5
19:02:43.500,20144.0
19:02:44.0,19270.0
19:02:44.500,17642.0
19:02:46.0,19291.0
19:02:47.0,18735.0
19:02:47.500,18239.0
19:02:48.0,18986.5
19:02:48.500,16826.0
19:02:50.0,16623.0
19:02:51.500,17330.0
19:02:52.0,16667.0
19:02:53.0,15812.5
19:02:53.500,14762.5
19:02:56.0,15814.0
19:02:57.500,16631.0
19:02:58.500,17658.0
19:03:00.0,18575.0
19:03:02.0,19818.5
19:03:02.500,20191.0
19:03:04.500,21339.5
19:03:05.0,21824.0
19:03:06.500,22377.0
19:03:07.0,22495.0
19:03:09.0,23267.0
19:03:11.500,24242.0
19:03:12.500,24626.0
19:03:13.500,25718.0
19:03:14.0,25765.0
19:03:18.0,27804.0
19:03:19.500,28326.0
19:03:20.0,28112.0
19:03:21.0,29166.0
19:03:22.500,29449.5
19:03:23.0,29310.5
19:03:26.0,30025.0
19:03:27.500,30021.0
19:03:29.0,30151.0
19:03:29.500,29698.0
19:03:30.0,28915.5
19:03:31.0,29187.0
19:03:32.500,29025.0
19:03:33.0,28095.0
19:03:33.500,26700.0
19:03:34.500,27293.0
19:03:35.0,25794.0
19:03:36.0,23580.666666666668
19:03:36.500,22239.0
19:03:37.0,23388.0
19:03:37.500,19317.0
19:03:39.500,20052.0
19:03:40.0,20320.0
19:03:42.0,20662.0
19:03:42.500,21183.5
19:03:43.500,21275.0
19:03:44.0,21087.0
19:03:44.500,17868.0
19:03:46.500,17598.0
19:03:47.0,17768.0
19:03:48.500,18421.0
19:03:50.500,19380.0
19:03:52.500,20334.0
19:03:54.0,21416.0
19:03:55.0,21993.0
19:03:55.500,22388.0
19:03:57.0,22447.0
19:03:57.500,22381.0
19:03:59.0,23074.0
19:03:59.500,23509.0
19:04:00.0,23876.0
19:04:01.500,24488.0
19:04:02.0,24748.0
19:04:05.0,25495.0
19:04:06.0,25981.0
19:04:08.0,26304.0
19:04:09.0,26645.0
19:04:09.500,27051.0
19:04:10.500,26621.0
19:04:11.500,27179.0
19:04:12.0,28101.0
19:04:13.0,27376.0
19:04:14.500,27025.0
19:04:15.0,26513.5
19:04:16.0,25522.0
19:04:16.500,25775.0
19:04:17.500,24892.0
19:04:18.0,24119.0
19:04:19.0,24623.0
19:04:19.500,24186.0
19:04:20.500,24765.0
19:04:21.0,24015.0
19:04:21.500,24087.0
19:04:23.0,22553.5
19:04:23.500,23602.5
19:04:24.0,22776.0
19:04:24.500,19432.0
19:04:25.0,22285.5
19:04:27.500,19207.0
19:04:29.0,19495.666666666668
19:04:30.500,19129.0
19:04:33.0,21039.0
19:04:33.500,21186.0
19:04:35.0,22226.0
19:04:35.500,22250.0
19:04:37.0,22746.0
19:04:37.500,22544.0
19:04:38.0,22801.0
19:04:38.500,22734.0
19:04:40.0,23597.0
19:04:41.0,23336.0
19:04:41.500,23189.0
19:04:42.0,23255.0
19:04:43.0,23783.0
19:04:45.500,24927.0
19:04:46.500,25377.5
19:04:49.0,25861.0
19:04:50.0,26485.0
19:04:50.500,26990.0
19:04:51.0,26599.0
19:04:51.500,26344.5
19:04:52.500,28418.0
19:04:53.500,26140.0
19:04:54.500,25459.333333333332
19:04:55.0,24481.0
19:04:56.500,23427.0
19:04:57.0,23952.5
19:04:58.0,22861.0
19:04:59.500,22632.0
19:05:00.500,22718.5
19:05:01.0,17888.0
19:05:01.500,22218.5
19:05:02.0,21201.0
19:05:02.500,20640.5
19:05:04.0,18634.0
19:05:04.500,17877.5
19:05:08.0,18851.5
19:05:09.500,19180.5
19:05:11.0,19668.666666666668
19:05:13.500,20087.0
19:05:14.0,21289.0
19:05:15.0,20513.333333333332
19:05:15.500,20548.0
19:05:18.500,21815.0
19:05:19.500,22541.5
19:05:21.500,23612.0
19:05:22.0,23875.0
19:05:24.500,24835.0
19:05:26.0,25751.0
19:05:27.500,26728.0
19:05:28.500,27013.0
19:05:29.0,27071.0
19:05:30.0,27591.5
19:05:31.500,27169.0
19:05:32.0,27799.0
19:05:34.500,26861.0
19:05:35.0,27294.0
19:05:37.0,27406.0
19:05:37.500,26303.0
19:05:38.500,27471.0
19:05:39.0,28663.0
19:05:41.0,26967.666666666668
19:05:42.0,26768.0
19:05:42.500,27465.0
19:05:43.500,22243.333333333332
19:05:44.0,23922.5
19:05:44.500,22462.0
19:05:47.0,20775.0
19:05:47.500,20768.0
19:05:49.0,20406.0
19:05:50.0,21117.0
19:05:51.500,21385.5
19:05:52.0,20337.333333333332
19:05:53.0,18111.5
19:05:55.0,17812.5
19:05:56.0,17455.5
19:05:57.500,17587.0
19:06:00.0,18983.0
19:06:00.500,19160.0
19:06:03.0,20709.0
19:06:03.500,20887.0
19:06:04.500,21099.0
19:06:05.0,21422.0
19:06:05.500,21667.0
19:06:06.0,21819.0
19:06:10.0,23039.0
19:06:11.500,23927.0
19:06:13.500,24493.0
19:06:14.500,24666.0
19:06:16.0,26094.0
19:06:17.0,25733.0
19:06:18.500,27173.0
19:06:19.0,27052.0
19:06:19.500,27142.0
19:06:21.0,28228.666666666668
19:06:23.0,28060.0
19:06:23.500,28271.0
19:06:24.0,27952.5
19:06:25.0,27748.0
19:06:25.500,27992.0
19:06:28.0,27540.0
19:06:28.500,28189.0
19:06:30.500,27574.333333333332
19:06:31.0,26088.0
19:06:31.500,27088.0
19:06:32.0,27029.0
19:06:32.500,26643.0
19:06:33.0,24170.0
19:06:33.500,23560.0
19:06:34.0,22469.5
19:06:34.500,21019.0
19:06:35.0,18737.0
19:06:35.500,18654.0
19:06:38.0,19127.5
19:06:38.500,19359.0
19:06:39.500,18589.5
19:06:40.500,18521.0
19:06:41.0,17675.0
19:06:41.500,16103.8
19:06:42.0,13991.0
19:06:44.500,13859.0
19:06:45.0,14154.5
19:06:46.0,14891.0
19:06:47.0,15304.0
19:06:47.500,15543.0
19:06:49.0,16597.0
19:06:51.0,18221.0
19:06:51.500,18406.5
19:06:52.0,18501.0
19:06:52.500,18347.0
19:06:53.0,18697.0
19:06:53.500,18659.0
19:06:54.0,18339.0
19:06:55.500,17662.5
19:06:56.500,17707.0
19:06:57.500,17856.0
19:06:58.0,18723.0
19:07:00.500,20068.0
19:07:03.500,23048.0
19:07:06.0,24933.0
19:07:06.500,24899.0
19:07:07.0,25565.333333333332
19:07:07.500,25766.0
19:07:13.0,27933.0
19:07:13.500,28754.0
19:07:15.500,29428.0
19:07:17.500,30727.0
19:07:18.0,30310.0
19:07:20.500,31383.0
19:07:22.500,31433.0
19:07:23.0,31628.0
19:07:23.500,31852.0
19:07:24.0,31360.0
19:07:25.0,32107.0
19:07:25.500,31960.0
19:07:26.0,32751.0
19:07:26.500,30958.0
19:07:27.0,32774.0
19:07:27.500,32007.0
19:07:28.0,31573.0
19:07:28.500,31132.0
19:07:30.0,29237.0
19:07:31.0,27444.0
19:07:31.500,33440.0
19:07:33.0,25740.0
19:07:33.500,26608.4
19:07:34.0,26637.0
19:07:34.500,19004.0
19:07:35.0,19712.5
19:07:35.500,21971.5
19:07:36.0,18644.0
19:07:38.0,17728.0
19:07:40.0,17480.0
19:07:41.0,17650.0
19:07:42.0,18342.666666666668
19:07:43.0,18259.0
19:07:43.500,18316.0
19:07:44.0,18293.0
19:07:44.500,17983.5
19:07:45.0,17138.0
19:07:45.500,17148.0
19:07:46.500,16638.0
19:07:49.0,18003.0
19:07:51.500,20041.0
19:07:52.500,19599.0
19:07:55.0,21529.333333333332
19:07:55.500,22374.0
19:07:56.500,22775.0
19:07:57.0,23084.0
19:07:57.500,23255.0
19:07:59.0,24174.0
19:07:59.500,24416.0
19:08:00.500,25613.0
19:08:01.0,25643.0
19:08:02.500,26496.0
19:08:04.0,25808.0
19:08:07.0,27073.0
19:08:08.0,27331.0
19:08:09.500,27525.0
19:08:10.500,28585.0
19:08:11.500,28159.0
19:08:12.0,30124.0
19:08:12.500,28591.0
19:08:13.0,28232.333333333332
19:08:13.500,29055.0
19:08:14.0,27846.5
19:08:16.500,26103.5
19:08:18.0,25812.0
19:08:20.0,25140.0
19:08:20.500,25368.0
19:08:21.0,24713.0
19:08:21.500,24957.0
19:08:22.500,24993.0
19:08:23.500,24467.0
19:08:24.0,23002.75
19:08:24.500,20451.0
19:08:25.500,18532.0
19:08:26.0,17883.0
19:08:27.0,17398.0
19:08:28.500,17587.0
19:08:29.0,17631.0
19:08:30.0,18250.0
19:08:32.0,19617.0
19:08:33.0,20041.0
19:08:33.500,20862.0
19:08:34.0,21166.0
19:08:35.0,21162.0
19:08:35.500,21735.0
19:08:36.0,21999.0
19:08:36.500,20025.0
19:08:37.500,19119.0
19:08:41.500,21282.5
19:08:42.0,21764.0
19:08:43.500,22303.0
19:08:44.0,23312.0
19:08:45.0,23698.0
19:08:48.0,25432.0
19:08:49.0,25366.0
19:08:50.0,25936.0
19:08:50.500,26462.0
19:08:51.0,26927.666666666668
19:08:52.0,26091.5
19:08:53.500,25742.5
19:08:54.0,24881.0
19:08:56.500,26244.0
19:08:58.0,26046.0
19:08:59.500,25757.0
19:09:00.500,26811.0
19:09:01.0,26279.0
19:09:01.500,26366.5
19:09:02.500,26190.0
19:09:03.0,25581.0
19:09:04.0,22476.0
19:09:04.500,23057.0
19:09:05.0,22719.0
19:09:05.500,21714.0
19:09:06.0,19055.0
19:09:07.0,18672.0
19:09:09.500,19476.0
19:09:12.0,21559.0
19:09:13.500,22594.5
19:09:14.0,22542.5
19:09:14.500,22700.0
19:09:15.500,22217.0
19:09:16.0,22285.5
19:09:17.0,19763.5
19:09:18.0,18597.0
19:09:18.500,19388.0
19:09:19.0,18511.0
19:09:22.0,20803.0
19:09:23.500,22108.0
19:09:24.0,22259.0
19:09:27.0,24881.5
19:09:27.500,25003.0
19:09:28.500,25536.0
19:09:30.0,25085.0
19:09:30.500,26633.0
19:09:31.500,26111.0
19:09:32.0,25977.666666666668
19:09:33.0,23379.0
19:09:35.500,23424.0
19:09:36.500,23127.0
19:09:37.500,24061.0
19:09:39.500,25481.5
19:09:40.500,25870.0
19:09:42.0,26176.5
19:09:43.500,26762.333333333332
19:09:44.0,25182.0
19:09:44.500,26181.5
19:09:45.500,23477.0
19:09:46.0,21889.0
19:09:46.500,22662.0
19:09:49.500,21985.666666666668
19:09:50.500,21832.0
19:09:51.0,21009.0
19:09:52.0,21615.0
19:09:54.500,22924.0
19:09:55.500,23742.0
19:09:56.0,24428.0
19:09:56.500,24341.5
19:09:57.0,24132.0
19:09:58.0,21374.333333333332
19:10:00.0,20393.5
19:10:00.500,19978.0
19:10:01.500,19550.5
19:10:05.500,22070.0
19:10:06.0,22447.5
19:10:06.500,22520.0
19:10:07.500,23008.5
19:10:08.0,22621.0
19:10:08.500,22710.0
19:10:09.0,22817.0
19:10:10.500,21007.0
19:10:11.0,19962.666666666668
19:10:14.500,19785.5
19:10:16.500,21172.0
19:10:18.0,22123.0
19:10:19.0,22565.5
19:10:20.500,23171.0
19:10:21.0,23299.0
19:10:21.500,23429.5
19:10:22.0,22178.0
19:10:22.500,21632.0
19:10:23.0,21601.0
19:10:24.0,18797.0
19:10:25.500,19623.0
19:10:26.0,20047.0
19:10:26.500,20073.0
19:10:29.0,21231.5
19:10:29.500,21332.0
19:10:30.500,21719.5
19:10:32.0,21406.0
19:10:32.500,21208.0
19:10:33.0,18653.0
19:10:33.500,16800.0
19:10:35.0,16838.0
19:10:36.0,17005.5
19:10:36.500,16134.0
19:10:38.500,17059.0
19:10:39.500,17819.0
19:10:40.0,17665.0
19:10:40.500,17765.333333333332
19:10:41.500,15250.0
19:10:42.0,16604.0
19:10:42.500,15871.0
19:10:44.0,15113.0
19:10:44.500,15364.0
19:10:45.0,15475.0
19:10:47.0,16407.5
19:10:47.500,15573.0
19:10:48.0,15898.0
19:10:48.500,15214.0
19:10:49.0,12798.0
19:10:49.500,10913.0
19:10:50.500,10756.0
19:10:51.0,10057.0
19:10:51.500,7256.666666666667
19:10:52.0,4391.0
19:10:52.500,2894.0
