Elapsed time,phpBench
19:39:17.0,1851.0
19:39:17.500,1923.0
19:39:19.500,2966.0
19:39:20.0,2991.0
19:39:21.500,3827.0
19:39:22.0,4141.0
19:39:22.500,4216.0
19:39:24.0,4848.0
19:39:25.0,5302.0
19:39:26.500,6468.5
19:39:27.500,6823.0
19:39:29.0,7510.0
19:39:30.0,8293.0
19:39:30.500,8618.0
19:39:32.0,9413.5
19:39:33.500,10085.0
19:39:35.0,11113.0
19:39:35.500,11386.0
19:39:36.500,11590.0
19:39:37.0,12285.0
19:39:39.500,13878.0
19:39:40.0,13714.0
19:39:41.0,14480.5
19:39:43.0,15569.0
19:39:43.500,15978.0
19:39:44.0,15783.0
19:39:46.500,17513.0
19:39:47.0,17687.0
19:39:47.500,17581.0
19:39:48.500,18376.0
19:39:49.0,18446.0
19:39:50.500,19804.0
19:39:52.0,20627.0
19:39:52.500,20599.5
19:39:54.500,21972.0
19:39:56.0,22809.0
19:39:56.500,23124.0
19:39:59.500,25316.0
19:40:02.0,27058.0
19:40:03.0,27916.0
19:40:05.500,29897.0
19:40:07.0,31077.0
19:40:08.0,31639.5
19:40:08.500,31436.0
19:40:11.500,33746.0
19:40:13.0,33136.5
19:40:14.500,34719.0
19:40:15.0,34875.0
19:40:16.500,35348.0
19:40:18.0,34802.0
19:40:18.500,34736.0
19:40:20.0,33156.5
19:40:21.500,34052.5
19:40:22.0,32296.0
19:40:23.0,30842.0
19:40:23.500,31054.0
19:40:24.0,30559.0
19:40:24.500,28265.0
19:40:25.500,24047.333333333332
19:40:26.0,19920.0
19:40:28.500,19993.5
19:40:29.0,20942.0
19:40:30.500,18979.0
19:40:31.0,19642.0
19:40:31.500,18522.0
19:40:32.0,17797.0
19:40:32.500,17222.0
19:40:33.0,16727.0
19:40:34.500,16198.666666666666
19:40:35.0,15183.0
19:40:35.500,15068.0
19:40:36.500,15091.0
19:40:37.0,15281.0
19:40:38.0,16049.0
19:40:38.500,16270.0
19:40:41.0,17742.0
19:40:42.0,18531.0
19:40:42.500,18617.0
19:40:43.0,18621.0
19:40:44.0,19322.0
19:40:44.500,19088.0
19:40:45.500,19789.0
19:40:46.0,20036.5
19:40:49.0,20891.0
19:40:49.500,21014.0
19:40:50.0,21070.0
19:40:54.0,23117.0
19:40:54.500,23471.0
19:40:55.500,23703.0
19:40:56.0,24302.0
19:40:56.500,24204.0
19:40:57.0,24807.0
19:40:59.0,25732.0
19:41:02.0,27791.0
19:41:03.0,28509.0
19:41:03.500,28980.0
19:41:04.0,28894.0
19:41:04.500,29247.0
19:41:05.500,29187.0
19:41:07.0,29797.0
19:41:08.500,30301.0
19:41:11.0,29338.0
19:41:12.500,30278.0
19:41:13.500,30837.5
19:41:14.500,30309.5
19:41:15.500,30127.0
19:41:16.0,29824.0
19:41:16.500,30700.5
19:41:18.0,28295.5
19:41:18.500,28703.0
19:41:20.0,24455.0
19:41:20.500,25702.5
19:41:21.0,23846.666666666668
19:41:21.500,19174.0
19:41:23.0,19784.0
19:41:24.0,20179.5
19:41:24.500,19442.5
19:41:25.0,18145.0
19:41:26.0,17682.0
19:41:26.500,17633.0
19:41:28.0,17070.5
19:41:28.500,15942.0
19:41:29.500,16081.0
19:41:30.0,16247.0
19:41:30.500,16135.0
19:41:31.0,16094.0
19:41:31.500,15403.0
19:41:32.0,15736.5
19:41:33.500,15780.0
19:41:34.0,15779.0
19:41:34.500,16002.0
19:41:35.500,15578.0
19:41:37.0,17121.0
19:41:38.500,17992.0
19:41:39.0,18282.5
19:41:39.500,18373.0
19:41:42.0,19272.0
19:41:44.0,20153.5
19:41:44.500,20278.0
19:41:45.0,20254.0
19:41:46.0,19843.0
19:41:47.0,20584.0
19:41:49.500,21551.0
19:41:50.0,21958.0
19:41:51.500,22638.0
19:41:53.0,23307.0
19:41:54.0,24021.0
19:41:55.500,24999.0
19:41:57.0,25861.0
19:41:57.500,26272.0
19:41:59.0,27228.0
19:41:59.500,27539.0
19:42:00.0,27815.0
19:42:02.500,28703.0
19:42:03.500,29532.0
19:42:04.0,29555.0
19:42:05.500,30155.0
19:42:06.500,29314.0
19:42:09.500,31051.0
19:42:10.0,30837.0
19:42:10.500,31321.0
19:42:11.0,31355.0
19:42:13.500,31105.0
19:42:15.0,30795.0
19:42:15.500,30701.0
19:42:16.500,30646.0
19:42:17.0,30084.0
19:42:18.500,28770.0
19:42:19.500,28075.0
19:42:20.0,25841.0
19:42:20.500,25537.5
19:42:21.0,24706.5
19:42:22.0,22490.0
19:42:23.500,20527.0
19:42:24.0,17533.0
19:42:24.500,20047.0
19:42:27.500,17953.0
19:42:28.500,18867.0
19:42:29.0,18933.0
19:42:29.500,18225.5
